url,twitter_post,twitter_approved,twitter_uploaded,linkedin_post,linkedin_approved,linkedin_uploaded
https://florisera.com/an-introduction-to-antiferromagnets/,,,,,,
https://florisera.com/chatgpt-for-yourthesis/,,,,,,
https://florisera.com/attributes/,,,,,,
https://florisera.com/skills-and-action-verbs/,,,,,,
https://florisera.com/how-to-email-a-professor/,,,,,,
https://florisera.com/penalty-for-plagiarism/,,,,,,
https://florisera.com/capitalize-important-words/,,,,,,
https://florisera.com/tips-for-staying-fit-while-studying/,,,,,,
https://florisera.com/10-motivational-quotes/,,,,,,
https://florisera.com/support-for-international-students/,,,,,,
https://florisera.com/the-bohr-atom-model/,,,,,,
https://florisera.com/einstein-politics-and-science/,,,,,,
https://florisera.com/history-of-physics-1895-1945/,,,,,,
https://florisera.com/what-are-thyristors-and-how-do-they-work/,,,,,,
https://florisera.com/port-based-configuration-and-signal-manipulation-in-pic16f877a/,,,,,,
https://florisera.com/pin-diagram-of-the-pic16f877a-microcontroller/,,,,,,
https://florisera.com/introduction-to-the-pic17f877a-microcontroller/,,,,,,
https://florisera.com/what-is-a-cryostat/,,,,,,
https://florisera.com/usart-for-pic-microcontrollers/,,,,,,
https://florisera.com/spin-transfer-torque-an-introductory-overview/,,,,,,
https://florisera.com/the-physics-and-technology-of-metals/,,,,,,
https://florisera.com/beyond-conductivity-advanced-metal-science/,,,,,,
https://florisera.com/majorana-the-next-step-in-quantum-computing/,,,,,,
https://florisera.com/citation-or-paraphrasing/,,,,,,
https://florisera.com/dissertation-appendix-tips-and-example/,,,,,,
https://florisera.com/dissertation-preface-tips-example/,,,,,,
https://florisera.com/dissertation-abstract-tips-and-examples/,,,,,,
https://florisera.com/dissertation-table-of-content-tips-and-example/,,,,,,
https://florisera.com/dissertation-figure-and-table/,,,,,,
https://florisera.com/dissertation-list-of-abbreviations-tips-and-example/,,,,,,
https://florisera.com/dissertation-introduction-tips-and-examples/,,,,,,
https://florisera.com/dissertation-literature-review-tips-and-example/,,,,,,
https://florisera.com/dissertation-methodology-tips-and-example/,,,,,,
https://florisera.com/dissertation-research-results-tips-and-example/,,,,,,
https://florisera.com/dissertation-discussion-tips-and-example/,,,,,,
https://florisera.com/dissertation-conclusion-tips-and-example/,,,,,,
https://florisera.com/references-citations/,,,,,,
https://florisera.com/research_writing_process/,,,,,,
https://florisera.com/simultaneous-or-concurrent-submission/,,,,,,
https://florisera.com/apa-references/,,,,,,
https://florisera.com/apa-reference-style/,,,,,,
https://florisera.com/apa-in-text-citation/,,,,,,
https://florisera.com/apa-formatting/,,,,,,
https://florisera.com/ieee-reference-style/,,,,,,
https://florisera.com/mla-reference-style/,,,,,,
https://florisera.com/dissertation/,,,,,,
https://florisera.com/dissertation-title-page-examples/,,,,,,
https://florisera.com/the-7-forms-of-plagiarism/,,,,,,
https://florisera.com/introduction-to-t-test/,,,,,,
https://florisera.com/common-knowledge/,,,,,,
https://florisera.com/cv-and-cover-letter/,,,,,,
https://florisera.com/exchange-interaction/,,,,,,
https://florisera.com/the-physics-and-technology-of-semiconductors/,,,,,,
https://florisera.com/the-physics-and-technology-of-extrinsic-semiconductors/,,,,,,
https://florisera.com/tourbillon-watch/,,,,,,
https://florisera.com/how-to-use-interrupts-in-microcontrollers/,,,,,,
https://florisera.com/pic16f877a-analog-to-digital-converter-adc/,,,,,,
https://florisera.com/basic-nmos-technology-process-steps/,,,,,,
https://florisera.com/cmos-process-steps-3um-to-1-25um/,,,,,,
https://florisera.com/scaling-of-cmos-and-its-issues/,,,,,,
https://florisera.com/scaling-of-cmos-microelectronics-era/,,,,,,
https://florisera.com/3-phase-igbt-inverter-working-principles/,,,,,,
https://florisera.com/scaling-beyond-100nm-nanoelectronics-era/,,,,,,
https://florisera.com/semiconductor-packaging-technology/,,,,,,
https://florisera.com/hsv-color-chart-for-vallejo-paint/,twitter_hsv-color-chart-for-vallejo-paint.txt,,,linkedin_hsv-color-chart-for-vallejo-paint.txt,,
https://florisera.com/hsv-clustering/,twitter_hsv-clustering.txt,,,linkedin_hsv-clustering.txt,,
https://florisera.com/sorting-vallejo-paints-with-machine-learning/,twitter_sorting-vallejo-paints-with-machine-learning.txt,TRUE,,linkedin_sorting-vallejo-paints-with-machine-learning.txt,,
https://florisera.com/igbt-vs-mosfet-how-to-choose-the-right-power-switch/,twitter_igbt-vs-mosfet-how-to-choose-the-right-power-switch.txt,TRUE,TRUE,linkedin_igbt-vs-mosfet-how-to-choose-the-right-power-switch.txt,,
https://florisera.com/live-bus-tracker-with-esp32/,twitter_live-bus-tracker-with-esp32.txt,TRUE,TRUE,linkedin_live-bus-tracker-with-esp32.txt,TRUE,
